TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-07-21 09:33:36.476,0.5028809,0.4465948,0.3766643,0.79716617,0.52402496,-0.112663,-0.11577485,0.58419836,0.88399255,0.44376194,0.32965302,0.71065134,0.25125772,-0.0024898737,0.26749405,0.54255116,0.37480608,-0.4104794,0.050867822,0.05552904,635.0183,769.19415,796.5934,729.707,777.25275,0.0108642578125,0.16607666015625,0.98089599609375,4.366455078125,-3.54400634765625,0.79254150390625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:36.670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:37.489,0.5028809,0.11459945,0.5907437,0.6052259,0.52402496,-0.114119895,-0.010006101,0.8869929,0.88399255,0.16507179,0.28866556,0.8221404,0.25125772,-0.11277057,0.35038537,0.56649804,0.37480608,-0.4777359,0.041220114,0.10205465,866.7033,783.2967,804.65204,865.89746,726.4835,0.010009765625,0.16436767578125,0.9869384765625,4.77020263671875,-4.7552490234375,0.934600830078125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:37.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:38.501,0.51968396,0.1300843,0.17129101,0.598494,0.2909416,-0.1002032,-0.2867559,0.76953614,0.6505706,0.04792595,0.059052512,0.7418259,0.580337,-0.026185326,0.29187143,0.6048635,0.29378963,-0.47278458,-0.14065236,0.06484253,733.3333,780.07324,803.0403,770.0,706.337,0.02667236328125,0.165283203125,0.980712890625,4.605712890625,-4.56085205078125,0.478515625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:39.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:39.513,0.9169572,0.29775488,0.054430753,0.59961337,0.62314945,0.096164145,-0.07887301,0.8332777,0.90035176,0.23451449,-0.030474845,0.72351366,0.6553694,-0.020647766,0.21711215,0.6909356,0.37742233,-0.3973457,-0.03253066,-0.019012388,558.46155,773.6264,784.90845,709.15753,961.79486,0.0233154296875,0.1754150390625,0.983642578125,4.613189697265625,-4.628143310546875,0.620574951171875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:40.514,1.622481,-7.826167E-4,-0.080120824,0.47223914,1.5448288,0.16053733,-0.22918291,0.2647538,1.3191969,0.22901054,0.13134743,0.4271798,0.8970153,-0.122155376,0.16418155,0.4346572,0.39755607,-0.39804283,-0.106118836,-0.1430909,1046.0073,785.31134,801.4286,928.3516,853.8095,0.01605224609375,0.1771240234375,0.98614501953125,4.78515625,-4.463653564453125,0.710296630859375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:40.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:41.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:41.520,1.6606596,0.34848604,0.7063239,0.47002608,1.636856,0.3266733,0.32197583,-0.10887074,1.2919202,0.41695836,0.48824093,0.22784162,0.98899215,-0.17664853,0.11589625,0.40568367,0.41812795,-0.43283328,-0.084629185,0.02615732,596.7399,771.2088,795.78754,747.4359,693.8461,0.0247802734375,0.1728515625,0.9859619140625,4.7552490234375,-4.568328857421875,0.6878662109375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:41.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:42.534,0.4445593,0.33703718,0.79635495,0.9095174,1.0505085,0.40004218,0.45452604,0.9958884,1.4440587,0.94108564,0.841726,1.6357452,1.0309685,-0.08938082,0.28023094,0.9556433,0.589681,-0.33099574,-0.11370618,0.13656735,919.89014,786.1172,813.1135,875.16486,837.28937,0.00372314453125,0.16748046875,0.9888916015625,4.209442138671875,-5.443115234375,-0.052337646484375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:43.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:43.538,1.2065381,0.021944648,0.26147032,0.7707527,1.2071521,0.2565541,0.32465184,0.70397455,1.4798168,0.93773514,0.8397469,1.6927371,0.95457554,0.01134826,0.14813407,0.8669629,0.50782406,-0.48440954,-0.045815144,0.07304421,691.4286,776.4469,796.1905,727.6923,776.4469,0.01214599609375,0.1767578125,0.9888916015625,5.682373046875,-4.643096923828125,1.472930908203125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:44.541,1.468279,-0.15485801,-0.13221174,0.43889624,1.3220305,-0.03669131,0.0829347,0.3033872,1.278584,0.2721599,0.31294617,0.84782267,0.8618146,-0.22128257,0.1778798,0.5025467,0.40686926,-0.5339134,-0.105779566,-0.19599132,581.8315,765.56775,784.5055,724.4689,702.71063,-0.001708984375,0.17266845703125,0.9833984375,4.942169189453125,-4.844970703125,0.800018310546875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:44.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:45.545,0.79010516,0.00714904,0.039871007,0.2717855,0.7921698,-0.038389143,0.009522672,0.39894822,0.70574284,0.2918111,0.20471941,0.8077979,0.6014675,-0.025782242,0.19690183,0.4330842,0.27288753,-0.468105,-0.19086678,-0.13132055,903.36993,803.44324,807.8755,866.30035,765.9707,0.002197265625,0.17315673828125,0.9906005859375,4.897308349609375,-4.448699951171875,0.545806884765625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:45.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:46.553,1.0542916,0.5832611,-0.1042529,0.4775635,0.9932643,0.031329773,-0.21147071,0.5132418,0.6913581,0.29327992,0.3996667,0.59236187,0.49979338,-0.02592352,0.13314113,0.3673367,0.27436417,-0.4520274,-0.07490839,-0.004571482,1066.1538,821.5751,797.3993,947.28937,870.32965,0.00115966796875,0.1746826171875,0.9805908203125,4.508514404296875,-5.031890869140625,0.695343017578125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:47.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:47.564,1.2762408,0.8013691,-0.40981594,0.52882826,1.1420815,0.20679827,-0.46705872,0.61619395,1.0815156,0.2614681,0.32059777,0.67417425,0.5477125,0.0329997,0.2518067,0.3618412,0.34998256,-0.6025581,-0.16278923,-0.010459551,578.60803,825.2015,786.52014,716.8132,740.18317,2.44140625E-4,0.1766357421875,0.9833984375,5.181427001953125,-3.416900634765625,1.293487548828125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:48.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:48.571,1.5174974,0.8348062,-0.06621322,0.52756906,1.2136499,0.16133538,-0.3192165,0.519832,1.2432866,0.20784646,0.18917234,1.2151961,0.80490357,-0.035027828,0.19162886,0.55365,0.49822274,-0.64469045,-0.23121117,0.020277895,978.71796,844.5421,806.26373,883.6264,770.0,-0.0994873046875,0.18560791015625,0.98150634765625,5.256195068359375,-3.596343994140625,-1.5252685546875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:49.588,1.4051721,1.3407618,0.59710866,0.82769066,0.9291828,0.74732536,0.38130802,0.924211,1.0534834,0.58127385,0.34036133,1.4876605,0.75731695,0.02282524,0.14289512,0.74770904,0.36954972,-0.36098683,-0.113145754,0.047582574,670.4762,777.25275,790.14655,751.4652,803.0403,-0.04730224609375,0.1673583984375,0.9791259765625,5.1141357421875,-3.87298583984375,1.577606201171875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:49.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:50.593,1.187404,1.4062272,0.37786052,0.98674655,0.21517839,0.8353954,0.11536281,0.88195753,0.6814816,0.58127385,0.28237072,1.4240876,0.56990373,0.061220326,0.14490841,0.727098,0.2515822,-0.31069696,-0.10521558,0.06347446,1035.9341,787.72894,795.78754,913.0403,760.32965,-0.060546875,0.16864013671875,0.98834228515625,5.091705322265625,-4.127197265625,0.216827392578125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:50.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:51.599,1.3919761,1.4062272,-0.14625621,0.7587761,0.2298606,0.8353954,-0.025929729,0.3497941,0.64099485,0.58127385,0.14243579,0.8844176,0.580514,0.061220326,0.11794445,0.6060388,0.30113477,-0.31069696,-0.110969335,0.18778217,958.97437,795.78754,805.4579,875.56775,875.9707,-0.05316162109375,0.17230224609375,0.9920654296875,4.837493896484375,-5.226287841796875,-0.366363525390625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:52.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:52.609,1.3919761,1.1143798,-0.17255475,0.65485597,0.2298606,0.5362216,-0.34166688,0.3096775,0.64099485,0.27675623,0.169563,0.8190005,0.580514,0.041001733,0.20546776,0.516241,0.30113477,-0.5689647,-0.1419671,0.116165556,839.707,780.87915,788.1319,858.6447,799.81683,-0.0455322265625,0.17071533203125,0.98321533203125,4.88983154296875,-4.23187255859375,1.099090576171875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:53.613,1.3919761,1.0791607,0.59314924,0.72072047,0.2298606,0.5405564,0.3954171,0.40229234,0.64099485,0.69809777,0.38097838,0.35133952,0.580514,-0.022529513,0.11834542,0.5622431,0.30113477,-0.50700206,-0.05738811,0.20498723,1063.7362,781.28204,790.9524,917.47253,806.6667,-0.04205322265625,0.17431640625,0.97991943359375,4.987030029296875,-4.65057373046875,1.502838134765625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:53.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:54.623,1.3919761,0.4905444,0.4598425,0.57254875,0.2298606,0.04903671,0.011534314,0.45827556,0.64099485,0.50908804,0.30053675,0.7296877,0.580514,0.058480427,0.12429251,0.44847235,0.30113477,-0.43667534,-0.21760674,-0.15850407,909.41394,797.3993,792.5641,846.9597,784.10254,-0.0472412109375,0.169189453125,0.98675537109375,4.568328857421875,-4.717864990234375,0.366363525390625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:54.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:55.632,0.035950724,1.1013012,0.5109063,0.5158921,0.33814272,0.38311493,0.014486598,0.31656244,0.7902886,0.45258966,0.2000687,0.71935993,0.48519835,0.027386904,-0.023671698,0.3763649,0.38476306,-0.47988975,-0.35726503,0.042293902,833.663,782.49084,789.7436,850.58606,833.2601,-0.0386962890625,0.17462158203125,0.9794921875,4.987030029296875,-4.478607177734375,0.635528564453125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:56.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:56.635,0.16503154,0.9409875,0.5472228,0.57869154,0.37861833,0.1815087,0.009770561,0.41556045,0.5960172,0.1766555,0.22748792,0.54097533,0.5200925,-0.0651876,0.12685719,0.41304547,0.31360963,-0.4223673,0.015645932,0.07971756,678.5348,765.9707,780.87915,749.85345,864.2857,-0.03546142578125,0.16705322265625,0.982177734375,4.7552490234375,-4.822540283203125,0.949554443359375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:57.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:57.643,0.106779724,0.08549111,0.15423612,0.40661845,0.6288277,-0.06006598,-0.1684953,0.5439203,0.82089347,0.23695555,0.036556855,0.7339377,0.7441938,0.13693507,0.2807427,0.65076965,0.3747784,-0.29734936,0.065695316,0.073011585,583.44324,784.90845,799.011,729.707,734.94507,-0.03643798828125,0.173095703125,0.983642578125,4.91973876953125,-4.71038818359375,0.94207763671875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:58.659,0.28584316,0.14201787,-0.111932985,0.35893318,0.53695977,-0.06963099,-0.34032044,0.48190346,0.8152914,0.3255266,0.11923185,0.87211764,0.6969295,0.116413444,0.10783162,0.62682897,0.40815324,-0.29091,-0.120178476,0.0115830405,881.2088,785.31134,796.1905,869.12085,848.1685,-0.0345458984375,0.16900634765625,0.9854736328125,4.882354736328125,-4.403839111328125,0.186920166015625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:58.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:33:59.664,0.3503632,0.39131764,0.045810904,0.3171864,0.466394,-0.017389424,-0.36307687,0.37592816,0.6683492,0.27917507,0.09207578,0.75462294,0.31539947,-0.044235673,0.03913652,0.47595665,0.40124276,-0.28163236,-0.25220895,-0.054839738,765.9707,779.2674,796.5934,810.293,718.4249,-0.02484130859375,0.17144775390625,0.9779052734375,4.97955322265625,-5.1141357421875,0.994415283203125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:33:59.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:00.669,0.3599558,1.072493,-0.09733102,0.49534327,0.30974087,0.16210067,-0.5693408,0.26985753,0.65997005,0.43942335,0.059875835,0.701878,0.23820977,-0.055993218,0.110147625,0.5907786,0.33449125,-0.36335027,-0.11872767,0.075557,647.9121,790.9524,794.9817,744.61536,757.1062,-0.02410888671875,0.17059326171875,0.989990234375,4.83001708984375,-4.71038818359375,0.9271240234375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:01.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:01.680,0.3599558,0.58212084,-0.08241203,0.4919897,0.30974087,-0.11883108,-0.3004351,0.21586719,0.65997005,0.25470573,-0.019135684,0.65877104,0.23820977,-0.10454437,-0.011394141,0.50426435,0.33449125,-0.26469117,-0.094348624,0.068330824,887.25275,784.10254,789.7436,826.4103,861.4652,-0.02197265625,0.174560546875,0.9881591796875,4.6356201171875,-4.284210205078125,0.650482177734375,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:02.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:02.683,0.3599558,0.3510514,0.08188053,0.5511027,0.30974087,-0.09192412,0.03852501,0.38615814,0.65997005,0.36029884,0.26397023,0.9961404,0.23820977,-0.08356542,0.056800097,0.56384355,0.33449125,-0.3433273,-0.16784734,-0.026090216,836.8865,782.49084,790.54944,850.58606,750.2564,-0.0235595703125,0.17034912109375,0.98419189453125,4.6356201171875,-4.284210205078125,0.695343017578125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:03.686,1.7177162,0.15673944,-0.11655862,0.5035016,1.4600154,-0.09128512,-0.16294704,0.47558984,1.4952707,0.38010362,0.20237799,0.9447976,1.1328136,-0.01916492,0.19375005,0.4708393,0.3640918,-0.3563535,-0.14851202,0.04253159,735.7509,787.326,782.49084,742.1978,753.0769,-0.02520751953125,0.17657470703125,0.986572265625,4.583282470703125,-4.6356201171875,0.94207763671875,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:03.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:04.697,1.9197913,0.041521687,0.015921215,0.47561494,1.9225619,0.20203619,-0.12951273,0.49594304,1.8960508,0.29887718,0.043309215,0.55744314,1.371971,-0.13337822,0.08730111,0.35839555,0.6574172,-0.30000275,-0.11241871,0.09937851,624.5421,776.8498,792.96704,738.97437,781.28204,-0.022216796875,0.1724853515625,0.98291015625,4.59075927734375,-5.60760498046875,0.6280517578125,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:05.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:05.714,1.7439989,0.63416237,-1.5161115E-4,0.27004355,2.036355,0.13569516,-0.25794396,0.42767045,1.8194035,0.27640963,0.12854154,0.7741759,1.2550858,-0.1857446,0.065058224,0.36456794,0.67297363,-0.50896657,-0.23840174,0.12189207,920.696,783.2967,788.5348,869.92676,798.20514,-0.01934814453125,0.1715087890625,0.98724365234375,5.136566162109375,-4.732818603515625,0.007476806640625,1,1.0,1.0,1.0,1.0,100.00
2023-07-21 09:34:06.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-07-21 09:34:06.726,1.5788329,0.49942487,0.014146676,0.16803181,1.0669705,-0.17106034,-0.33103067,0.4435415,1.2855841,-0.044137795,0.043856952,0.6748119,0.94757885,-0.019667108,0.14270705,0.3728027,0.4448047,-0.5834203,-0.1883504,0.1382863,613.2601,774.0293,787.326,724.87177,642.27106,-0.02105712890625,0.17852783203125,0.98736572265625,4.897308349609375,-4.5758056640625,0.37384033203125,1,1.0,1.0,1.0,1.0,100.00
